Customer Name,Phone Number,Account Balance,Bank Account Name,Email,Image Url
Jessica Peters,435.396.3070x2983,6232.93,Palmer-Jones,rgentry@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3932).jpg
Ann Allen,(789)643-9602,266.53,Lynch and Sons,stonedavid@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3933).jpg
Paul Adams,001-832-211-2569x7835,9879.2,Hernandez-Garza,janerodriguez@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3934).jpg
Rebecca Harrison,617.535.8627x261,5016.07,Armstrong Ltd,smithjason@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3935).jpg
Jessica Fischer,814.850.7447x3932,2514.27,Ramirez Ltd,nicolejones@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3936).jpg
Tyler Rivera,(937)683-0428,9939.9,Smith and Sons,colesheila@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3944).jpg
Michelle Davis,(365)331-6081x547,3403.91,Cole-Johnson,fray@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3945).jpg
Rhonda Hall,925-851-7709,1257.08,Garrett PLC,charlesbrown@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3946).jpg
Justin Ball,8057141398,7777.83,Moore Ltd,melindafoster@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3947).jpg
Emily Moreno,(404)538-0160x80329,7764.38,Brock-Cole,georgerobbins@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3948).jpg
Ashley Little,(731)333-7732x292,9223.04,Turner Ltd,michael43@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3956).jpg
Andre Lewis,952.368.2939x03695,8303.29,Ortiz Group,thorntonjeremy@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3957).jpg
Jennifer Poole,740-737-4681,2669.17,Moore-Casey,masonamy@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3958).jpg
Michael Davis,438-690-8483x1517,9010.32,Trevino LLC,cohensherry@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3959).jpg
Gary Evans,(299)351-8858x4281,4441.52,Hart Ltd,dawncastillo@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3960).jpg
John Todd,705.824.0843x40491,7237.08,Jones-Johnson,christopherbush@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3968).jpg
Vincent Miller,(730)570-4042x47340,8733.24,Hampton-Herman,bucktiffany@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3969).jpg
Adam Robles,(215)244-0738x41482,3780.34,Fowler-Thomas,melissa73@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3970).jpg
Jeffery Todd,001-500-348-7443,7700.74,"Blair, Yates and Khan",hannah15@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3971).jpg
Michael Banks,(447)700-3569x87263,9071.26,Robertson PLC,phamjohn@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3972).jpg
Mrs. Carrie Harrison,001-396-869-2574x96899,8828.26,"Cole, Mccullough and Figueroa",tinafloyd@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3980).jpg
Heather Williams,738.765.6586x41209,5057.72,Rogers Group,xbowman@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3981).jpg
Christopher Johnson,665.940.8158,4071.51,"Leach, Garcia and Boone",davidwhite@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3982).jpg
David Ferrell,001-256-957-2879,4721.12,Ross and Sons,michael09@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3983).jpg
Kevin Hill,939-901-2672x37433,2789.45,Solomon Group,carterjames@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3984).jpg
Nathan Sandoval,916-410-4582x1532,9495.93,"Burke, Kaiser and Wilson",dayaustin@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3992).jpg
Mrs. Laura Garza,551-902-3835,6363.35,Goodwin Inc,mathisjimmy@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3993).jpg
Amy Garcia,+1-214-761-6221x699,9072.1,Duncan Ltd,uwhite@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3994).jpg
Justin Escobar,+1-393-887-8782x82092,4470.08,Underwood-Carlson,randy14@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3995).jpg
Angelica Mayo,539-427-0429x52538,4980.58,Ballard Group,melissa14@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (3996).jpg
Mr. Thomas Miller II,770.935.0555x46723,1260.01,Rose LLC,richmondmichael@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4004).jpg
Jon Coleman,(653)560-8067,3529.07,Jones-Patel,tthomas@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4005).jpg
William Johnson,001-682-984-2437x91159,8555.55,Harris Group,andrew08@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4006).jpg
Kelly Villanueva,797-372-7062x8944,5201.87,"Reyes, Dominguez and Wong",andrew54@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4007).jpg
Christopher Lee,244.847.4212,315.77,Bruce Inc,tjohns@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4008).jpg
Carol Fisher,377.999.1104x327,2046.23,"Rodriguez, Jordan and Williams",hensontammy@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4016).jpg
Christopher Graham,(455)363-5861x808,6696.42,"Weber, Newton and Velez",gdavis@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4017).jpg
Alexandra Jackson,503.537.1080x9681,5742.99,Schmidt Inc,lparker@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4018).jpg
Brenda Ramirez,230-638-7846,9503.21,Stephenson Inc,mary69@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4019).jpg
Michelle Estrada,779.543.4477x217,4056.49,Santos LLC,blowe@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4020).jpg
Darrell Cole,+1-781-727-3988x248,5514.58,Boyd-Ball,yfrancis@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4028).jpg
Jacqueline Meyers,001-267-354-2526x953,4480.58,Thornton LLC,evansstephen@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4029).jpg
Donna Heath,001-393-386-2324x8826,935.78,Willis-Rosales,johnsonvanessa@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4030).jpg
Adriana Holt,969-689-2382,9419.38,Sutton-Jimenez,michaelsmith@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4031).JPG
Alexis Sanders,(531)554-5054x9985,6829.11,Ball Ltd,eparrish@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4032).jpg
Carl Crosby,001-374-431-9108x38210,7710.85,Stephenson-Armstrong,adamsadam@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4040).jpg
Barbara Owens,(927)652-3187,5750.84,Bailey LLC,xmoon@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4041).jpg
Natasha Garcia,687.758.8964x211,4988.84,"Colon, Garcia and Parker",hallkaren@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4042).jpg
Aaron Harris,557-881-0904x4747,6110.56,"Herrera, Taylor and Green",bradytyler@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4043).jpg
Larry Williams,(880)982-9839,5511.1,"King, Tucker and Thompson",bbailey@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4044).jpg
Michele Duncan,001-925-695-5941x1870,4085.18,Mitchell Group,rebeccawagner@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4052).jpg
Elizabeth Finley,+1-206-455-5694x258,1663.08,Robinson LLC,bmckinney@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4053).jpg
Aaron Meyer,802-835-0520x598,432.43,"Robinson, Martin and Clark",perezrebecca@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4054).jpg
Amanda Campbell,232-409-1270,2698.73,"Watson, Adams and Bond",joseph60@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4055).jpg
Frank Arias,-9997,349.02,"Smith, Brown and Sandoval",angela90@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4056).jpg
Dr. Ashley Meadows,+1-704-466-5924x1560,3493.76,"Shepard, White and Sanders",ssmith@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4064).jpg
Julie Foster,984-395-7935x715,828.12,Stuart Ltd,crystal10@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4065).jpg
Tom Rodriguez,684-542-7265,5266.17,Chapman PLC,brandon84@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4066).jpg
Jennifer Hansen,293-729-5405,9928.49,Williams-Mccormick,brandon46@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4067).jpg
Victoria Moore,6593439801,9383.37,Curtis LLC,andrewberry@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4068).jpg
Dr. Kevin Craig,+1-792-874-9476x48401,6023.57,"Rojas, Thomas and Morrow",heather38@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4076).jpg
Elaine Simpson,(784)736-5606x5010,1567.42,Davis PLC,blozano@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4077).jpg
Kyle Jones,713.562.7690x48193,6883.88,"Oconnor, Obrien and Jackson",cooperluis@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4078).jpg
Joshua Singleton,-9304,3455.76,Manning-Rios,bwhite@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4079).jpg
Dr. George Mitchell,001-430-675-8619,2499.19,Ramos-Murillo,livingstonamy@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4080).jpg
Gary Obrien,(605)941-2830x1652,3907.63,Robertson PLC,teresamoore@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4088).jpg
Shelley Garcia,001-397-873-6835,1877.36,"Phillips, Ortiz and Stevens",alyssa89@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4089).jpg
Renee Brown,(708)738-5257,1556.89,Peterson-Luna,aestrada@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4090).jpg
Karen Thornton MD,653-968-8722,239.58,"Ali, Brooks and Rios",christopher18@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4091).jpg
Allison Miller,5654354336,8201,Mack LLC,brownmichael@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4092).jpg
Keith Moses,001-803-292-9585x94026,4515.04,"Dougherty, Davidson and Evans",allen42@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4100).jpg
Abigail Ball,983.736.8396x46256,8007.86,"Castro, Dyer and Clements",madisonrobbins@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4101).jpg
Brittany Parks,694-951-3763x5550,7134.35,Howard-Houston,ianperez@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4102).jpg
Dylan Page,(443)825-5475x209,5527.04,Ramsey and Sons,cassandra12@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4103).jpg
Anthony Oneill,563-783-8580x9610,403.09,Buchanan LLC,shirleyedwards@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4104).jpg
Erica Knight,591-383-2831,9370.95,"Martin, Pratt and Klein",fmitchell@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4112).jpg
Nicole Cook,722-255-1908x3647,1339.56,"White, Price and Smith",alisontrevino@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4113).jpg
Robert Camacho,001-857-387-0697x61047,8520.56,Campbell-Keller,michaeljackson@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4114).jpg
Rebecca Hill,(424)222-6404,1201.88,West Ltd,ryanschneider@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4115).jpg
Julie Jackson,281.319.1047x1413,5691.62,Buchanan-Johnson,jordantravis@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4116).jpg
Reginald Gray,001-493-862-0647x66175,1922.93,Tapia-Munoz,howardkevin@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4124).jpg
Melissa Ward,(871)454-5890,3329.29,Lopez and Sons,howardmathis@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4125).jpg
Mark Hayes,(624)215-5555x1549,3215.65,Duran Group,rodriguezalejandro@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4126).jpg
Michael Day,480.813.0521,3901.78,Smith-Johnson,jhardy@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4127).jpg
Donna Welch,001-361-682-9479x1445,4154.7,Wilkinson-Ballard,melissajohnson@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4128).jpg
Brent Johnson,001-852-643-1852x3059,1784.79,Branch Inc,rodriguezangela@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4136).jpg
Michael Jones,6094991500,9423.85,White and Sons,feliciapatterson@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4137).jpg
Elaine Wheeler,(674)785-7453x764,3345.42,White and Sons,christophersmith@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4138).jpg
Kayla Cobb,001-453-379-9245,5079.04,Becker PLC,amanda40@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4139).jpg
Jamie Stone,475-254-7287,7794.69,Rodgers-Gardner,tonyawang@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4140).jpg
Don Blackburn,001-859-437-8304x620,2167.5,Harris-Edwards,candacewalker@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4148).jpg
Jesse Blevins,311.335.4718,1590.44,Brown PLC,mary37@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4149).jpg
Daniel Lopez,001-671-458-7942x19101,1672.63,"Wilson, West and Jones",larry47@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4150).JPG
Christine Acosta,(547)657-0532x980,6030.87,Shaffer Group,cmaxwell@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4151).jpg
Linda Hunt,812.206.7827x0109,2238.34,"Murray, Ware and Gillespie",brianramos@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4152).jpg
Vanessa Brown,001-672-671-9966x0367,8496.25,Jones Inc,gregorybrandon@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4160).jpg
Bradley Russell MD,755.511.9448x0696,9420.48,Bailey and Sons,imcdonald@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4161).jpg
Daniel Martin,401-915-9244x481,5340.2,Martinez and Sons,brandonmason@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4162).jpg
Sabrina Russell,+1-823-811-6182x2955,5387.81,Wright-Castillo,angeladavis@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4163).jpg
Charlene Bright,(326)735-2877x0423,8966.4,Mathews Group,samantha33@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4164).jpg
Jordan Palmer,5949517281,6887.76,Bauer and Sons,zcook@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4172).jpg
Lauren Barnes,(593)308-8328x64419,5117.85,"Phillips, Pierce and Smith",andrewsgary@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4173).jpg
Aaron Gordon,001-726-565-3842,1133.86,"Williams, Stewart and Baker",nicholas04@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4174).jpg
Kevin Walker,605.260.1013x3206,8843.55,"Burnett, Delgado and Brown",david79@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4175).jpg
Chad Wolf,967-724-3645,5246.44,"Rodriguez, Jones and Ramos",robinsonmichael@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (4176).jpg
Travis Sandoval,001-559-209-6666,8650.62,Collins-Fisher,lucasjill@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (5395).jpg
James Washington,+1-416-479-2350x579,7650.78,Weeks-Martinez,elizabethgarcia@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1266).jpg
Amanda Stewart,340.603.7360,8667.5,King PLC,leahjames@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1267).jpg
Kyle Nixon,225.627.7037,219.65,"Mullins, Galvan and Mccoy",qmcguire@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1278).jpg
Barbara Ray,455-255-3395x4572,8237.72,"Duncan, Mitchell and Hall",rebeccawilliams@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1279).jpg
John Reeves,+1-706-874-6394x64576,3162.48,Shannon-Clark,lopezjennifer@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1290).jpg
Maria Henderson,+1-435-265-1761x582,7837.54,"Harris, Thompson and Duke",ryan74@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1291).jpg
Curtis Ballard,301-277-5131,7335.01,Moody PLC,kevinpalmer@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1302).jpg
Ariel Rosales,902-324-6776x64431,9694.42,"Hughes, Hebert and Taylor",imiranda@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1303).jpg
Emily Mccarthy,001-734-279-5348x3069,8662.19,Davis Ltd,christopherrangel@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1314).jpg
Anthony Scott,850.203.0661x90475,6868.46,Brown PLC,monica52@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1315).jpg
Brandon Strickland,001-364-706-9794,4282.02,Hernandez Ltd,christopher78@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1326).jpg
Nathaniel Martinez,786-961-9231x6726,7498.44,Martinez-Graham,kelsey15@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1327).jpg
Angela Figueroa,-5790,3921.47,Garcia PLC,masseyashley@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1338).jpg
Ana Adams,+1-704-352-5525x2914,5157.28,Dickerson and Sons,joecase@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1339).jpg
Doris Howard,-4059,322.25,Burgess-Bailey,dwalsh@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1350).jpg
Cameron Johns,524.539.0140,3658.14,Reeves-Patterson,hramirez@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1351).jpg
Joe Martinez,213.713.7828x049,4783.94,"Carter, Yang and Martinez",clarkvicki@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1362).jpg
Chad Jimenez,+1-779-660-1898x171,2157.29,"Rogers, Vargas and Young",dianadavis@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1363).jpg
Brian Huynh,5883789451,5783.27,Deleon Group,mooredavid@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1374).jpg
David Burch,001-762-255-6968x02863,4438.79,"Buckley, Blackburn and Miller",johnsmith@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1375).jpg
Natasha Smith,+1-376-760-4707x4269,2841.63,"Morales, Smith and Bernard",allenbrown@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1386).jpg
Christina Bradley,001-329-573-5351x0962,4358.15,Tucker Group,annacardenas@example.net,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1387).jpg
Andrew Jones,278.580.9173x35313,420.01,"Simpson, Smith and White",stephanie99@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1398).jpg
Frederick Smith,716.206.3637x1235,6050.06,"Wilkins, Floyd and Mitchell",dreed@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1399).jpg
Michael Mcgee,-2767,7514.33,Dunn-Reed,shanedavis@example.org,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1410).jpg
Diane Jackson,239-882-8656x440,6877.89,Rodriguez-Jarvis,curtis71@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1411).jpg
Patricia Tanner,001-320-861-5290x816,4579.73,Cole Inc,hross@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1422).jpg
Katherine Young,001-577-936-5267,6574.13,"Porter, Martinez and Clarke",cherylholmes@example.com,D:\\college 5th sem\\Research Methodology\\Humans\\1 (1423).jpg
